antecedent,consequent,support,confidence,lift
bytes_per_packet_low AND packet_asymmetry_medium AND state_fin,outbound_dominance_ratio_medium AND proto_tcp,0.017343,0.840055,4.981101
bytes_per_packet_low AND proto_tcp AND service_ftp AND state_fin,outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_low,0.012684,0.778984,4.977874
bytes_per_packet_low AND service_ftp AND state_fin,outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_low,0.012684,0.778984,4.977874
outbound_dominance_ratio_medium AND packet_rate_medium AND proto_unas AND state_int,bytes_per_packet_medium AND packet_asymmetry_medium AND service_-,0.030215,1.0,4.975483
outbound_dominance_ratio_medium AND packet_rate_medium AND proto_unas,bytes_per_packet_medium AND packet_asymmetry_medium AND service_-,0.030215,1.0,4.975483
outbound_dominance_ratio_medium AND proto_unas,bytes_per_packet_medium AND packet_asymmetry_medium AND service_-,0.068917,1.0,4.975483
outbound_dominance_ratio_medium AND packet_rate_high AND proto_unas AND state_int,bytes_per_packet_medium AND packet_asymmetry_medium AND service_-,0.038582,1.0,4.975483
packet_rate_medium AND proto_unas,bytes_per_packet_medium AND packet_asymmetry_medium AND service_-,0.030215,1.0,4.975483
outbound_dominance_ratio_medium AND packet_rate_high AND proto_unas,bytes_per_packet_medium AND packet_asymmetry_medium AND service_-,0.038582,1.0,4.975483
proto_unas AND state_int,bytes_per_packet_medium AND packet_asymmetry_medium AND service_-,0.068917,1.0,4.975483
proto_unas,bytes_per_packet_medium AND packet_asymmetry_medium AND service_-,0.068917,1.0,4.975483
packet_rate_high AND proto_unas,bytes_per_packet_medium AND packet_asymmetry_medium AND service_-,0.038582,1.0,4.975483
outbound_dominance_ratio_medium AND proto_unas AND state_int,bytes_per_packet_medium AND packet_asymmetry_medium AND service_-,0.068917,1.0,4.975483
packet_rate_high AND proto_unas AND state_int,bytes_per_packet_medium AND packet_asymmetry_medium AND service_-,0.038582,1.0,4.975483
packet_rate_medium AND proto_unas AND state_int,bytes_per_packet_medium AND packet_asymmetry_medium AND service_-,0.030215,1.0,4.975483
packet_asymmetry_medium AND packet_rate_low AND service_- AND state_fin,outbound_dominance_ratio_medium AND proto_tcp,0.055606,0.838998,4.974834
packet_rate_medium AND proto_udp AND service_dns AND state_con,bytes_per_packet_medium AND packet_asymmetry_low,0.042637,0.999465,4.962824
outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp AND service_dns,bytes_per_packet_medium AND packet_asymmetry_low,0.042637,0.999465,4.962824
outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp AND service_dns AND state_con,bytes_per_packet_medium AND packet_asymmetry_low,0.042637,0.999465,4.962824
packet_rate_medium AND service_dns AND state_con,bytes_per_packet_medium AND packet_asymmetry_low,0.042637,0.999465,4.962824
outbound_dominance_ratio_low AND packet_rate_medium AND service_dns AND state_con,bytes_per_packet_medium AND packet_asymmetry_low,0.042637,0.999465,4.962824
outbound_dominance_ratio_medium AND packet_asymmetry_low AND state_con,packet_rate_medium AND proto_udp,0.017514,0.833605,4.961813
outbound_dominance_ratio_medium AND packet_asymmetry_low AND service_- AND state_con,packet_rate_medium AND proto_udp,0.017514,0.833605,4.961813
outbound_dominance_ratio_low AND packet_rate_medium AND service_dns,bytes_per_packet_medium AND packet_asymmetry_low,0.042637,0.999198,4.961497
packet_asymmetry_medium AND packet_rate_medium AND proto_tcp,outbound_dominance_ratio_medium AND state_fin,0.034498,0.777806,4.956978
outbound_dominance_ratio_low AND proto_udp AND service_dns AND state_con,bytes_per_packet_medium AND packet_asymmetry_low,0.043219,0.998156,4.956323
outbound_dominance_ratio_low AND proto_udp AND service_dns,bytes_per_packet_medium AND packet_asymmetry_low,0.043219,0.998156,4.956323
service_dns AND state_con,bytes_per_packet_medium AND packet_asymmetry_low,0.043219,0.998156,4.956323
outbound_dominance_ratio_low AND service_dns AND state_con,bytes_per_packet_medium AND packet_asymmetry_low,0.043219,0.998156,4.956323
proto_udp AND service_dns AND state_con,bytes_per_packet_medium AND packet_asymmetry_low,0.043219,0.998156,4.956323
outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp AND state_con,bytes_per_packet_medium AND packet_asymmetry_low,0.042734,0.996807,4.949626
outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp,bytes_per_packet_medium AND packet_asymmetry_low,0.042734,0.996807,4.949626
bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_low AND state_fin,outbound_dominance_ratio_medium AND proto_tcp,0.01594,0.833333,4.941243
outbound_dominance_ratio_low AND service_dns,bytes_per_packet_medium AND packet_asymmetry_low,0.043219,0.994227,4.936815
outbound_dominance_ratio_low AND packet_rate_medium AND state_con,bytes_per_packet_medium AND packet_asymmetry_low,0.042734,0.993767,4.934527
bytes_per_packet_high AND outbound_dominance_ratio_medium AND state_fin,packet_asymmetry_medium AND proto_tcp,0.069425,0.737266,4.929003
bytes_per_packet_high AND outbound_dominance_ratio_medium AND service_- AND state_fin,packet_asymmetry_medium AND proto_tcp,0.032628,0.736199,4.921867
bytes_per_packet_medium AND packet_rate_medium AND proto_tcp,packet_asymmetry_low AND service_- AND state_fin,0.081858,0.837496,4.906195
bytes_per_packet_high AND outbound_dominance_ratio_medium AND packet_rate_medium AND state_con,packet_asymmetry_low AND service_-,0.017514,0.947255,4.903103
bytes_per_packet_medium AND packet_rate_medium AND state_fin,packet_asymmetry_low AND proto_tcp AND service_-,0.081858,0.837496,4.901937
packet_rate_medium AND proto_unas AND service_- AND state_int,bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium,0.030215,1.0,4.891235
packet_rate_high AND proto_unas AND service_- AND state_int,bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium,0.038582,1.0,4.891235
packet_rate_high AND proto_unas AND service_-,bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium,0.038582,1.0,4.891235
packet_rate_high AND proto_unas,bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium,0.038582,1.0,4.891235
packet_rate_medium AND proto_unas AND state_int,bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium,0.030215,1.0,4.891235
proto_unas,bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium,0.068917,1.0,4.891235
proto_unas AND state_int,bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium,0.068917,1.0,4.891235
packet_rate_high AND proto_unas AND state_int,bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium,0.038582,1.0,4.891235
proto_unas AND service_-,bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium,0.068917,1.0,4.891235
packet_rate_medium AND proto_unas,bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium,0.030215,1.0,4.891235
proto_unas AND service_- AND state_int,bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium,0.068917,1.0,4.891235
packet_rate_medium AND proto_unas AND service_-,bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium,0.030215,1.0,4.891235
outbound_dominance_ratio_low AND proto_udp,bytes_per_packet_medium AND packet_asymmetry_low,0.043567,0.984154,4.886794
outbound_dominance_ratio_low AND proto_udp AND state_con,bytes_per_packet_medium AND packet_asymmetry_low,0.043567,0.984154,4.886794
outbound_dominance_ratio_medium AND packet_rate_medium AND state_con,packet_asymmetry_low AND service_-,0.01756,0.943321,4.882741
bytes_per_packet_high AND packet_rate_medium AND state_con,packet_asymmetry_low AND service_-,0.017526,0.937462,4.852413
bytes_per_packet_high AND outbound_dominance_ratio_medium AND packet_rate_low AND service_- AND state_fin,packet_asymmetry_medium AND proto_tcp,0.024661,0.724167,4.841428
outbound_dominance_ratio_medium AND packet_asymmetry_low AND packet_rate_medium AND proto_udp AND service_- AND state_con,bytes_per_packet_high,0.017514,1.0,4.831662
outbound_dominance_ratio_medium AND packet_asymmetry_low AND proto_udp AND state_con,bytes_per_packet_high,0.020201,1.0,4.831662
outbound_dominance_ratio_medium AND packet_asymmetry_low AND packet_rate_medium AND proto_udp,bytes_per_packet_high,0.017514,1.0,4.831662
outbound_dominance_ratio_medium AND packet_asymmetry_low AND packet_rate_medium AND proto_udp AND service_-,bytes_per_packet_high,0.017514,1.0,4.831662
outbound_dominance_ratio_medium AND packet_asymmetry_low AND proto_udp AND service_-,bytes_per_packet_high,0.020201,1.0,4.831662
outbound_dominance_ratio_medium AND packet_asymmetry_low AND proto_udp AND service_- AND state_con,bytes_per_packet_high,0.020201,1.0,4.831662
outbound_dominance_ratio_medium AND packet_asymmetry_low AND packet_rate_medium AND proto_udp AND state_con,bytes_per_packet_high,0.017514,1.0,4.831662
outbound_dominance_ratio_medium AND packet_asymmetry_low AND proto_udp,bytes_per_packet_high,0.020201,1.0,4.831662
outbound_dominance_ratio_medium AND packet_rate_medium AND service_smtp,bytes_per_packet_high,0.01464,0.999611,4.82978
outbound_dominance_ratio_medium AND packet_rate_medium AND proto_tcp AND service_smtp,bytes_per_packet_high,0.01464,0.999611,4.82978
outbound_dominance_ratio_medium AND packet_rate_medium AND service_smtp AND state_fin,bytes_per_packet_high,0.014372,0.999603,4.829745
outbound_dominance_ratio_medium AND packet_rate_medium AND proto_tcp AND service_smtp AND state_fin,bytes_per_packet_high,0.014372,0.999603,4.829745
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_medium AND service_smtp,bytes_per_packet_high,0.010106,0.999436,4.828936
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_medium AND proto_tcp AND service_smtp,bytes_per_packet_high,0.010106,0.999436,4.828936
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND proto_tcp AND service_smtp,bytes_per_packet_high,0.018541,0.999078,4.827207
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND service_smtp,bytes_per_packet_high,0.018541,0.999078,4.827207
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND service_smtp AND state_fin,bytes_per_packet_high,0.018267,0.999064,4.82714
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND proto_tcp AND service_smtp AND state_fin,bytes_per_packet_high,0.018267,0.999064,4.82714
outbound_dominance_ratio_medium AND proto_tcp AND service_smtp,bytes_per_packet_high,0.0277,0.998972,4.826693
outbound_dominance_ratio_medium AND service_smtp,bytes_per_packet_high,0.0277,0.998972,4.826693
outbound_dominance_ratio_medium AND proto_tcp AND service_smtp AND state_fin,bytes_per_packet_high,0.027427,0.998961,4.826643
outbound_dominance_ratio_medium AND service_smtp AND state_fin,bytes_per_packet_high,0.027427,0.998961,4.826643
packet_asymmetry_medium AND packet_rate_medium AND proto_tcp AND service_smtp,bytes_per_packet_high,0.010106,0.998873,4.826214
packet_asymmetry_medium AND packet_rate_medium AND service_smtp,bytes_per_packet_high,0.010106,0.998873,4.826214
packet_rate_medium AND service_smtp,bytes_per_packet_high,0.01464,0.998444,4.824144
packet_rate_medium AND proto_tcp AND service_smtp,bytes_per_packet_high,0.01464,0.998444,4.824144
packet_rate_medium AND proto_tcp AND service_smtp AND state_fin,bytes_per_packet_high,0.014372,0.998415,4.824004
packet_rate_medium AND service_smtp AND state_fin,bytes_per_packet_high,0.014372,0.998415,4.824004
outbound_dominance_ratio_medium AND packet_rate_low AND service_smtp,bytes_per_packet_high,0.01306,0.998256,4.823237
outbound_dominance_ratio_medium AND packet_rate_low AND proto_tcp AND service_smtp,bytes_per_packet_high,0.01306,0.998256,4.823237
outbound_dominance_ratio_medium AND packet_rate_low AND service_smtp AND state_fin,bytes_per_packet_high,0.013055,0.998256,4.823233
outbound_dominance_ratio_medium AND packet_rate_low AND proto_tcp AND service_smtp AND state_fin,bytes_per_packet_high,0.013055,0.998256,4.823233
outbound_dominance_ratio_medium AND packet_asymmetry_low AND packet_rate_medium,bytes_per_packet_high,0.02437,0.998131,4.822633
outbound_dominance_ratio_medium AND packet_asymmetry_low AND packet_rate_medium AND service_-,bytes_per_packet_high,0.019813,0.997702,4.820561
bytes_per_packet_high AND outbound_dominance_ratio_medium AND proto_udp AND service_- AND state_con,packet_asymmetry_low AND packet_rate_medium,0.017514,0.866046,4.820131
packet_asymmetry_medium AND service_smtp,bytes_per_packet_high,0.018552,0.997547,4.819808
packet_asymmetry_medium AND proto_tcp AND service_smtp,bytes_per_packet_high,0.018552,0.997547,4.819808
packet_asymmetry_medium AND proto_tcp AND service_smtp AND state_fin,bytes_per_packet_high,0.018279,0.99751,4.819631
packet_asymmetry_medium AND service_smtp AND state_fin,bytes_per_packet_high,0.018279,0.99751,4.819631
outbound_dominance_ratio_medium AND packet_asymmetry_low AND packet_rate_medium AND service_- AND state_con,bytes_per_packet_high,0.017514,0.997402,4.819108
outbound_dominance_ratio_medium AND packet_asymmetry_low AND packet_rate_medium AND state_con,bytes_per_packet_high,0.017514,0.997402,4.819108
packet_rate_medium AND service_- AND state_fin,bytes_per_packet_medium AND packet_asymmetry_low AND proto_tcp,0.081858,0.757734,4.818375
packet_asymmetry_medium AND packet_rate_medium AND state_fin,outbound_dominance_ratio_medium AND proto_tcp,0.034498,0.811511,4.811845
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND proto_ospf,packet_rate_low AND service_-,0.013665,0.923314,4.81071
outbound_dominance_ratio_medium AND proto_ospf,packet_rate_low AND service_-,0.013665,0.923314,4.81071
proto_ospf,packet_rate_low AND service_-,0.013665,0.923314,4.81071
packet_asymmetry_medium AND proto_ospf,packet_rate_low AND service_-,0.013665,0.923314,4.81071
packet_asymmetry_medium AND service_- AND state_fin,outbound_dominance_ratio_medium AND proto_tcp,0.065951,0.811281,4.810484
outbound_dominance_ratio_medium AND packet_rate_medium AND proto_udp AND state_con,bytes_per_packet_high,0.017514,0.995462,4.809735
outbound_dominance_ratio_medium AND packet_rate_medium AND proto_udp AND service_- AND state_con,bytes_per_packet_high,0.017514,0.995462,4.809735
outbound_dominance_ratio_medium AND packet_rate_low AND state_fin,packet_asymmetry_medium AND proto_tcp,0.08305,0.718685,4.804781
outbound_dominance_ratio_medium AND packet_rate_medium AND state_con,bytes_per_packet_high,0.01849,0.99326,4.799095
outbound_dominance_ratio_medium AND packet_rate_medium AND service_- AND state_con,bytes_per_packet_high,0.018216,0.993159,4.798609
bytes_per_packet_high AND outbound_dominance_ratio_medium AND proto_udp AND state_con,packet_asymmetry_low AND packet_rate_medium,0.017514,0.862156,4.79848
state_con,packet_rate_medium AND proto_udp,0.060465,0.806113,4.798177
outbound_dominance_ratio_medium AND proto_udp AND state_con,bytes_per_packet_high,0.020315,0.992754,4.79665
outbound_dominance_ratio_medium AND proto_udp AND service_- AND state_con,bytes_per_packet_high,0.020223,0.992721,4.796493
packet_asymmetry_low AND packet_rate_medium AND proto_udp AND service_- AND state_con,bytes_per_packet_high,0.017526,0.992251,4.794219
packet_asymmetry_low AND packet_rate_medium AND proto_udp AND service_-,bytes_per_packet_high,0.017526,0.992251,4.794219
bytes_per_packet_medium AND outbound_dominance_ratio_low AND proto_tcp AND service_http,packet_asymmetry_low AND packet_rate_low AND state_fin,0.035337,0.894729,4.789435
bytes_per_packet_medium AND outbound_dominance_ratio_low AND service_http,packet_asymmetry_low AND packet_rate_low AND state_fin,0.035337,0.894729,4.789435
bytes_per_packet_medium AND outbound_dominance_ratio_low AND service_http,packet_asymmetry_low AND packet_rate_low AND proto_tcp AND state_fin,0.035337,0.894729,4.789435
packet_asymmetry_medium AND packet_rate_low AND proto_tcp AND service_-,outbound_dominance_ratio_medium AND state_fin,0.055606,0.751271,4.78787
outbound_dominance_ratio_medium AND proto_udp AND service_- AND state_con,packet_asymmetry_low AND packet_rate_medium,0.017514,0.859742,4.785046
